com_nam,lin_ima,rep_typ,com_typ,com_des,fil_fre,add,cit,sta,zip,tre_nam,com_id,fec_ele_yea,ind_ite_con,ind_uni_con,ind_con,ind_ref,par_com_con,oth_com_con,oth_com_ref,can_con,tot_con,tot_con_ref,can_loa,can_loa_rep,oth_loa,oth_loa_rep,tot_loa,tot_loa_rep,tra_fro_oth_aut_com,tra_fro_non_fed_acc,tra_fro_non_fed_lev_acc,tot_non_fed_tra,oth_rec,tot_rec,tot_fed_rec,ope_exp,sha_fed_ope_exp,sha_non_fed_ope_exp,tot_ope_exp,off_to_ope_exp,fed_sha_of_joi_act,non_fed_sha_of_joi_act,non_all_fed_ele_act_par,tot_fed_ele_act,fed_can_com_con,fed_can_con_ref,ind_exp_mad,coo_exp_par,loa_mad,loa_rep_rec,tra_to_oth_aut_com,fun_dis,off_to_fun_exp_pre,exe_leg_acc_dis_pre,off_to_leg_acc_exp_pre,tot_off_to_ope_exp,oth_dis,tot_fed_dis,tot_dis,net_con,net_ope_exp,cas_on_han_beg_of_per,cas_on_han_clo_of_per,deb_owe_by_com,deb_owe_to_com,cov_sta_dat,cov_end_dat,pol_par_com_ref,can_id,cas_on_han_beg_of_yea,cas_on_han_clo_of_yea,exp_sub_to_lim_pri_yea_pre,exp_sub_lim,fed_fun,ite_con_exp_con_com,ite_oth_dis,ite_oth_inc,ite_oth_ref_or_reb,ite_ref_or_reb,oth_fed_ope_exp,sub_con_exp,sub_oth_ref_or_reb,sub_ref_or_reb,tot_com_cos,tot_exp_sub_to_lim_pre,uni_con_exp,uni_oth_dis,uni_oth_inc,uni_oth_ref_or_reb,uni_ref_or_reb
MIKE HONDA FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00351379&tabIndex=3,Q1,H,P,Q,"C/O CONTRIBUTION SOLUTIONS, LLC 1346 THE ALAMEDA, STE. 7-380",SAN JOSE,CA,95126.00,"DAY, VICKI",C00351379,2020.00,,,,,,,,,,,,,,,,,,,,,,,,3481.35,,,,,,,,,,,,,,,,,,,,,,,3481.35,,3481.35,22358.15,18876.80,113781.73,,43466.00,43555.00,,H0CA15148,,,,,,,,,,,,,,,,,,,,,
MIKE JOHNSON FOR LOUISIANA,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00608695&tabIndex=3,Q1,H,P,Q,2900 CLEARVIEW PKWY SUITE 206,METAIRIE,LA,70006.00,"VANDERBROOK, WILLIAM",C00608695,2020.00,162075.00,14295.00,176370.00,,,62501.19,,,238871.19,,,,,,,,,,,,9.00,238880.19,,99196.92,,,,,,,,,,,,,,,,,,,,,,,99196.92,238871.19,99196.92,409292.74,548976.01,,,43466.00,43555.00,,H6LA04138,,,,,,,,,,,,,,,,,,,,,
MIKE JOHNSTON FOR US SENATE,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00695411&tabIndex=3,Q1,S,P,Q,1315 S. CLAYTON STREET SUITE 300,DENVER,CO,80210.00,"MORSE, JOHN P CPA",C00695411,2020.00,1785140.10,19783.42,1804923.52,,,,,,1804923.52,,,,,,,,,,,,,1804923.52,,168192.19,,,,,,,,,,,,,,,,,,,,,2700.00,,170892.19,1804923.52,168192.19,,1634031.33,,,43466.00,43555.00,,S0CO00468,,,,,,,,,,,,,,,,,,,,,
MIKE KELLY FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00474189&tabIndex=3,Q1,H,P,Q,PO BOX 476,LYNDORA,PA,16045.00,"COLEMAN, ANN",C00474189,2020.00,115550.00,6075.00,121625.00,500.00,,244294.32,,,365919.32,500.00,,,,,,,82660.88,,,,0.71,461307.55,,99396.25,,,,12726.64,,,,,,,,,,,,,,,,,200.00,,100096.25,365419.32,86669.61,38377.14,399588.44,90000.00,,43466.00,43555.00,,H0PA03271,,,,,,,,,,,,,,,,,,,,,
MIKE LEVIN FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00634253&tabIndex=3,Q1,H,P,Q,"555 CAPITOL MALL, SUITE 400",SACRAMENTO,CA,95814.00,"LEVIN, MIKE",C00634253,2020.00,284468.80,57952.83,342421.63,2304.44,,73300.00,2300.00,,415721.63,4604.44,,,,,,,19048.36,,,,495.00,442989.59,,327496.40,,,,7724.60,,,,,,,,,,,,,,,,,11830.64,,343931.48,411117.19,319771.80,558059.47,657117.58,10000.00,,43466.00,43555.00,,H8CA49058,,,,,,,,,,,,,,,,,,,,,
MIKE MILLER FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00648816&tabIndex=3,Q1,H,P,Q,127 WEST FAIRBANKS AVE #380,WINTER PARK,FL,32789.00,"KILGORE, PAUL",C00648816,2020.00,,,,,,,,,,,,25628.42,,,,25628.42,,,,,,17230.90,,8521.19,,,,17230.90,,,,,,,,,,,,,,,,,,,34149.61,,-8709.71,34149.61,17230.90,99371.58,,43466.00,43555.00,,H8FL07062,,,,,,,,,,,,,,,,,,,,,
MIKE MOON FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00468355&tabIndex=3,Q1,H,P,Q,6935 LAWRENCE 1222,ASH GROVE,MO,656047173.00,CRAIG COMSTOCK,C00468355,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25285.00,,43466.00,43555.00,,H0MO07147,,,,,,,,,,,,,,,,,,,,,
MIKE ROGERS FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00367862&tabIndex=3,Q1,H,P,Q,123 EAST 13TH STREET,ANNISTON,AL,36201.00,"SANDERS, JOAN",C00367862,2020.00,114950.00,2350.00,117300.00,,,70200.00,,,187500.00,,,,,,,,,,,,165.73,187665.73,,78097.06,,,,,,,,,,,,,,,25000.00,,,,,,,,103097.06,187500.00,78097.06,527686.03,612254.70,,,43466.00,43555.00,,H2AL03032,,,,,,,,,,,,,,,,,,,,,
MIKE SCHMITT FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00673988&tabIndex=3,Q1,H,P,Q,525 E. SEASIDE WAY SUITE 101-C,LONG BEACH,CA,90802.00,"CRUMMITT, GARY",C00673988,2020.00,,,,,,,,,,,,,,,,,,,,,,,,15.00,,,,,,,,,,,,,,,,,,,,,30.00,,45.00,,15.00,199.41,154.41,7670.13,,43466.00,43555.00,,H8CA49132,,,,,,,,,,,,,,,,,,,,,
MIKE SIEGEL FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00662668&tabIndex=3,Q1,H,P,Q,PO BOX 2409,AUSTIN,TX,78701.00,"KIM, DUSTIN",C00662668,2020.00,80769.43,31191.49,111960.92,300.00,4000.00,7250.00,,,123210.92,300.00,20000.00,,,,20000.00,,,,,,0.89,143211.81,,41606.08,,,,,,,,,,,,,,,,,,,,,2175.00,,44081.08,122910.92,41606.08,3490.93,102621.66,30000.00,,43466.00,43555.00,,H8TX10110,,,,,,,,,,,,,,,,,,,,,
MIKE SWEENEY 4 CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00607523&tabIndex=3,Q1,H,P,T,4500 WILLIAMS DRIVE SUITE 212-147,GEORGETOWN,TX,78633.00,"SWEENEY, KATHY",C00607523,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795.75,1795.75,22674.76,,43466.00,43555.00,,H6TX31052,,,,,,,,,,,,,,,,,,,,,
MIKE SWEENEY 4 CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00607523&tabIndex=3,TER,H,P,T,4500 WILLIAMS DRIVE SUITE 212-147,GEORGETOWN,TX,78633.00,"SWEENEY, KATHY",C00607523,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795.75,1795.75,22674.76,,43556.00,43592.00,,H6TX31052,,,,,,,,,,,,,,,,,,,,,
MIKE TAGERT FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00574244&tabIndex=3,Q1,H,P,Q,P.O. BOX 1350,WEST POINT,MS,39773.00,"EDSON, TIMOTHY",C00574244,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.75,,,43466.00,43555.00,,H6MS01149,,,,,,,,,,,,,,,,,,,,,
MIKE THOMPSON FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00326363&tabIndex=3,Q1,H,P,Q,5429 MADISON AVENUE,SACRAMENTO,CA,95841.00,"LEWIS, DENISE",C00326363,2020.00,54585.30,16293.82,70879.12,45.00,,154550.00,,,225429.12,45.00,,,,,,,,,,,2190.29,228050.09,,174419.95,,,,430.68,,,,,,,,,,,,,,,,,202345.00,,376809.95,225384.12,173989.27,1560786.18,1412026.32,25545.85,,43466.00,43555.00,,H8CA01109,,,,,,,,,,,,,,,,,,,,,
MIKE WILLIAMS FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00702019&tabIndex=3,Q1,H,P,Q,4106 MANZANITA DR,GEORGETOWN,TX,78628.00,"WILLIAMS, MICHAEL HOWARD",C00702019,2020.00,,100.00,100.00,,,,,,100.00,,25000.00,,,,25000.00,,,,,,,25100.00,,7777.00,,,,,,,,,,,,,,,,,,,,,,,7777.00,100.00,7777.00,,17322.00,25000.00,,43466.00,43555.00,,,,,,,,,,,,,,,,,,,,,,,
MIKIE SHERRILL FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00640003&tabIndex=3,Q1,H,P,Q,P.O. BOX 43032,MONTCLAIR,NJ,7043.00,"MELE, STEVEN",C00640003,2020.00,373389.00,43381.95,416770.95,7673.10,,124750.00,2500.00,,541520.95,10173.10,,,,,,,11200.00,,,,,552722.11,,214100.26,,,,1.16,,,,,,,,,,,,,,,,,,,224273.36,531347.85,214099.10,450619.69,779068.44,,,43466.00,43555.00,,H8NJ11142,,,,,,,,,,,,,,,,,,,,,
MILLER-MEEKS FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00558825&tabIndex=3,Q1,H,P,Q,1912 N RIDGE DR,CORALVILLE,IA,52241.00,"SEBERG, CHARLES",C00558825,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.61,144.61,20100.00,,43466.00,43555.00,,H8IA02043,,,,,,,,,,,,,,,,,,,,,
MINDI FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00660431&tabIndex=3,Q1,H,P,Q,PO BOX 22134,PORTSMOUTH,NH,3802.00,"MESSMER, JUSTIN",C00660431,2020.00,850.00,3272.90,4122.90,,,,,,4122.90,,,,,,,,,,,,,4122.90,,2942.75,,,,,,,,,,,,,,,,,,,,,,,2942.75,4122.90,2942.75,-39852.14,-38671.99,,,43466.00,43555.00,,H8NH01202,,,,,,,,,,,,,,,,,,,,,
MIZAN FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00673236&tabIndex=3,Q1,H,P,Q,172-21 HILLSIDE AVENUE SUITE 207,JAMAICA,NY,11432.00,"PACHAI, SAVITRIE YVONNE",C00673236,2020.00,,,,,,,,,,,,,,,,,,,,,,,,45.00,,,,,,,,,,,,,,,,,,,,,,,45.00,,45.00,-8031.10,-8076.10,750.00,,43466.00,43555.00,,H8NY05123,,,,,,,,,,,,,,,,,,,,,
MJ FOR TEXAS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00649350&tabIndex=3,Q1,S,P,Q,PO BOX 7156,ROUND ROCK,TX,78683.00,"REISER, ADAM",C00649350,2020.00,,5.00,5.00,5498.05,,,,,5.00,5498.05,,,,,,,1059.48,,,,,2281.56,,7360.44,,,,1217.08,,,,,,,,,,,,,,,,,,,12858.49,-5493.05,6143.36,47481.90,36904.97,,,43466.00,43555.00,,S0TX00233,,,,,,,,,,,,,,,,,,,,,
MO BROOKS FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00464149&tabIndex=3,Q1,H,P,Q,7610 FOXFIRE DR.,HUNTSVILLE,AL,35802.00,"BROOKS, MARTHA",C00464149,2020.00,71150.00,210.00,71360.00,,,14700.00,,,86060.00,,,,,,,,,,,,161.24,86882.77,,32295.58,,,,661.53,,,,,,,,,,,,,,,,,,,32295.58,86060.00,31634.05,692181.51,746768.70,,,43466.00,43555.00,,H0AL05163,,,,,,,,,,,,,,,,,,,,,
MOHAN FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00659342&tabIndex=3,Q1,H,P,Q,237 PORTAGE AVENUE,STATEN ISLAND,NY,10314.00,"MOHAN, RADHAKRISHNA",C00659342,2020.00,,,,,,,,,,,,,,,,,,,,,,,,312.00,,,,,,,,,,,,,,,,,,,,,,,312.00,,312.00,2029.33,1717.33,83395.00,,43466.00,43555.00,,H8NY11139,,,,,,,,,,,,,,,,,,,,,
MONTANANS FOR TESTER,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00412304&tabIndex=3,Q1,S,P,Q,PO BOX 1135,HELENA,MT,59624.00,"DEBRUYCKER, BRETT",C00412304,2020.00,17110.00,27190.76,44300.76,-3857.59,,36500.00,,,80800.76,-3857.59,,,,,,,,,,,662.60,87451.60,,200578.69,,,,5988.24,,,,,,,,,,,,,,,,,15911.42,,212632.52,84658.35,194590.45,480573.87,355392.95,,,43466.00,43555.00,,S6MT00162,,,,,,,,,,,,,,,,,,,,,
MONTGOMERY FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00649640&tabIndex=3,Q1,H,P,Q,PO BOX 412,BETHLEHEM,GA,30620.00,"WISE, JENNIFER",C00649640,2020.00,,,,,,,,,,,,,,,,,,,,,,,,165.97,,,,,,,,,,,,,,,,,,,,,,,165.97,,165.97,,-165.97,,,43466.00,43555.00,,H8GA10148,,,,,,,,,,,,,,,,,,,,,
MOOLENAAR FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00561530&tabIndex=3,Q1,H,P,Q,5915 EASTMAN AVENUE SUITE 100,MIDLAND,MI,486406824.00,"BOS, KELLIE M MRS.",C00561530,2020.00,44422.64,300.00,44722.64,,,60600.00,,,105322.64,,,,,,,,,,,,,105322.64,,82362.38,,,,,,,,,,,,,,,,,,,,,470.00,,82832.38,105322.64,82362.38,118694.12,141184.38,7344.46,,43466.00,43555.00,,H4MI04126,,,,,,,,,,,,,,,,,,,,,
MOORE FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00397505&tabIndex=3,Q1,H,P,Q,PO BOX 16646,MILWAUKEE,WI,53216.00,"BRAVO, ELLEN",C00397505,2020.00,48695.00,5562.00,54257.00,1000.00,,112000.00,,,166257.00,1000.00,,,,,,,,,,,,166485.17,,110217.07,,,,228.17,,,,,,,,,,,,,,,,,2276.96,,113494.03,165257.00,109988.90,16743.44,69734.58,,,43466.00,43555.00,,H4WI04183,,,,,,,,,,,,,,,,,,,,,
MORALES FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00670224&tabIndex=3,TER,H,P,T,757 3RD STREET,DOUGLAS,AZ,85607.00,"MORALES, MARIA MERCEDES",C00670224,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.30,,79.30,,,79.30,,,,43466.00,43496.00,,H8AZ02227,,,,,,,,,,,,,,,,,,,,,
MORAN FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00241349&tabIndex=3,Q1,H,P,Q,914 SPRING HILL ROAD,MCLEAN,VA,22102.00,"WINPISINGER, VICKIE L.",C00241349,2020.00,,,,,,,,,,,,,,,,,,,,,45.18,45.18,,177.50,,,,,,,,,,,,,,,,,,,,,3412.00,,3589.50,,177.50,184766.96,181222.64,,,43466.00,43555.00,,H0VA08040,,,,,,,,,,,,,,,,,,,,,
MORAN FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00241349&tabIndex=3,Q2,H,P,Q,914 SPRING HILL ROAD,MCLEAN,VA,22102.00,"WINPISINGER, VICKIE L.",C00241349,2020.00,,,,,,,,,,,,,,,,,,,,,,,,759.99,,,,,,,,,,,,,,,,,,,,,,,759.99,,759.99,181222.64,180462.65,,,43556.00,43646.00,,H0VA08040,,,,,,,,,,,,,,,,,,,,,
MORAN FOR KANSAS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00458315&tabIndex=3,Q1,S,P,Q,PO BOX 1151,HAYS,KS,676011151.00,TIMOTHY E GOTTSCHALK,C00458315,2020.00,10899.00,200.00,11099.00,,,51500.00,,,62599.00,,,,,,,,914.27,,,,1720.18,65233.45,,36669.46,,,,,,,,,,,,,,,,,,,,,,,36669.46,62599.00,36669.46,1551108.69,1579672.68,2359.40,,43466.00,43555.00,,S0KS00091,,,,,,,,,,,,,,,,,,,,,
MORGAN DUNN FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00668129&tabIndex=3,Q1,H,P,Q,822 11TH AVE NW,MAGEE,MS,39111.00,"DUNN, CHRIS",C00668129,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43466.00,43555.00,,H8MS03158,,,,,,,,,,,,,,,,,,,,,
MORGAN GRIFFITH FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00477240&tabIndex=3,Q1,H,P,Q,PO BOX 361,CHRISTIANSBURG,VA,24068.00,"SELPH, JOHN G.",C00477240,2020.00,13769.00,3741.00,17510.00,,,95500.00,,,113010.00,,,,,,,,,,,,,113022.84,,34325.80,,,,12.84,,,,,,,,,,,,,,,,,-350.00,,33975.80,113010.00,34312.96,11745.73,90792.77,,,43466.00,43555.00,,H0VA09055,,,,,,,,,,,,,,,,,,,,,
MORRISEY FOR SENATE INC,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00651075&tabIndex=3,Q1,S,P,Q,PO BOX 1005,CHARLES TOWN,WV,25414.00,"CRATE, BRADLEY T MR.",C00651075,2020.00,600.00,370.00,970.00,4100.00,,,,,970.00,4100.00,,,,,,,97.18,,,,,1068.96,,24747.17,,,,1.78,,,,,,,,,,,2166.05,,,,,,,,31013.22,-3130.00,24745.39,47768.04,17823.78,40000.00,,43466.00,43555.00,,S8WV00143,,,,,,,,,,,,,,,,,,,,,
MORTENSEN FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00660183&tabIndex=3,Q1,H,P,T,PO BOX 750353,LAS VEGAS,NV,89136.00,"PHILLIPS, RYAN",C00660183,2020.00,2700.00,,2700.00,,,,,,2700.00,,,,,,,,,,,,,2700.00,,,,,,,,,,,,,,,,,,,,,,,,,,2700.00,,67.28,2767.28,,,43466.00,43555.00,,H8NV03218,,,,,,,,,,,,,,,,,,,,,
MORTENSEN FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00660183&tabIndex=3,TER,H,P,T,PO BOX 750353,LAS VEGAS,NV,89136.00,"PHILLIPS, RYAN",C00660183,2020.00,,,,,,,,,,,,,,,,,,,,,,,,1668.50,,,,,,,,,,,,,,,,,,,,,1098.78,,2767.28,,1668.50,2767.28,,,,43556.00,43646.00,,H8NV03218,,,,,,,,,,,,,,,,,,,,,
MOSER FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00638726&tabIndex=3,TER,H,P,T,2726 BISSONNETT ST. STE 240-517,HOUSTON,TX,77005.00,"COHEN, MERYL",C00638726,2020.00,,,,,,,,,,,,,,,,,,,,,,96.74,,173.50,,,,96.74,,,,,,,,,,,,,,,,,,,173.50,,76.76,76.76,,,,43466.00,43474.00,,H8TX07116,,,,,,,,,,,,,,,,,,,,,
MOSS FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00592279&tabIndex=3,Q1,H,P,Q,721 W 13TH ST STE 208,JASPER,IN,475461817.00,ELISHA W STERLING,C00592279,2020.00,,,,,,,,,,,,,,,,,,,,,,,,14.95,,,,,,,,,,,,,,,,,,,,,,,14.95,,14.95,464.65,449.70,81198.66,,43466.00,43555.00,,H6IN08228,,,,,,,,,,,,,,,,,,,,,
MOULTON FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00547240&tabIndex=3,Q1,H,P,Q,PO BOX 2013,SALEM,MA,1970.00,"TATTRIE, DARRYL",C00547240,2020.00,192475.00,14378.52,206853.52,510.00,,,,,206853.52,510.00,,,,,,,47209.67,,,,0.40,255017.55,,270738.78,,,,953.96,,,,,,,,,,,,,,,,,19000.00,,290248.78,206343.52,269784.82,758032.40,722801.17,,,43466.00,43555.00,,H4MA06090,,,,,,,,,,,,,,,,,,,,,
MOWRER FOR IOWA,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00546549&tabIndex=3,Q1,H,P,Q,PO BOX 13470,DES MOINES,IA,50310.00,"SKINNER, DENNIS",C00546549,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.41,158.41,,,43466.00,43555.00,,H4IA04113,,,,,,,,,,,,,,,,,,,,,
MR SMITH FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00565465&tabIndex=3,Q1,H,P,Q,PO BOX 354,GOSHEN,NY,10924.00,SCOTT A SMITH,C00565465,2020.00,,100.00,100.00,,,,,343.00,443.00,,,,,,,,,,,,,443.00,,354.00,,,,,,,,,,,,,,,,,,,,,,,354.00,443.00,354.00,179.00,268.00,6600.00,,43466.00,43555.00,,H4NY18109,,,,,,,,,,,,,,,,,,,,,
MULLIN FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00498345&tabIndex=3,Q1,H,P,Q,PO BOX 3681,MUSKOGEE,OK,74402.00,"RALLS, STEVE",C00498345,2020.00,14300.00,1145.00,15445.00,,,76100.00,,,91545.00,,,,,,,,16325.68,,,,,108168.67,,39098.18,,,,297.99,,,,,,,,,,,,,,,,,,,39098.18,91545.00,38800.19,28043.18,97113.67,,,43466.00,43555.00,,H2OK02083,,,,,,,,,,,,,,,,,,,,,
"MURPHY FOR CONGRESS (CO-5)!, INC.",http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00668152&tabIndex=3,Q1,H,P,Q,5795 SOUTHDOOR DR LOT 53 LOT 53,FOUNTAIN,CO,80817.00,MARCUS A MURPHY,C00668152,2020.00,,,,,,,,254.00,254.00,,,,,,,,,,,,,254.00,,254.00,,,,,,,,,,,,,,,,,,,,,,,254.00,254.00,254.00,5013.00,5013.00,,,43466.00,43555.00,,H8CO05171,,,,,,,,,,,,,,,,,,,,,
NABILAH FOR GEORGIA,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00697144&tabIndex=3,Q1,H,P,Q,4850 SUGARLOAF PARKWAY SUITE 209-342,LAWRENCEVILLE,GA,30044.00,"TIMMIE, JAMIE",C00697144,2020.00,77707.00,23508.65,101215.65,500.00,,1000.00,,,102215.65,500.00,,,,,,,,,,,,102215.65,,27346.64,,,,,,,,,,,,,,,,,,,,,,,27846.64,101715.65,27346.64,,74369.01,,,43466.00,43555.00,,H0GA07208,,,,,,,,,,,,,,,,,,,,,
NADLER FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00290825&tabIndex=3,Q1,H,P,Q,"200 WEST 79TH STREET, #8N",NEW YORK,NY,10024.00,"WEISSMAN, LEWIS",C00290825,2020.00,81842.00,19548.75,101390.75,2000.00,,110500.00,,,211890.75,2000.00,,,,,,,,,,,,211890.75,,181751.18,,,,,,,,,,,,,,,,,,,,,,,183751.18,209890.75,181751.18,610425.43,638565.00,,,43466.00,43555.00,,H2NY17071,,,,,,,,,,,,,,,,,,,,,
NANCY HARRIS FOR US SENATE,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00697045&tabIndex=3,Q1,S,P,Q,3116 N REDWAY ROAD,BOISE,ID,837046065.00,ESTEBAN GALAN,C00697045,2020.00,1750.00,675.00,2425.00,,,,,,2425.00,,1547.00,,,,1547.00,,,,,,,3972.00,,1766.00,,,,,,,,,,,,,,,,,,,,,,,1766.00,2425.00,1766.00,,2206.00,1547.00,,43466.00,43555.00,,S0ID00149,,,,,,,,,,,,,,,,,,,,,
NANCY PELOSI FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00213512&tabIndex=3,Q1,H,P,Q,"700 13TH STREET, NW SUITE 600",WASHINGTON,DC,20005.00,"SWIG, STEVEN",C00213512,2020.00,145918.40,261882.67,407801.07,1485.20,,241891.13,,,649692.20,1485.20,,,,,,,676100.00,,,,85.30,1329266.09,,695138.57,,,,3388.59,,,,,,,,,,,,,,,,,183289.92,,879913.69,648207.00,691749.98,1004817.82,1454170.22,,,43466.00,43555.00,,H8CA05035,,,,,,,,,,,,,,,,,,,,,
NANCY ROTERING FOR CONGRESS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00574434&tabIndex=3,Q1,H,P,Q,PO BOX 18,HIGHLAND PARK,IL,60035.00,MICHAEL KRELOFF,C00574434,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.77,1024.77,250000.00,,43466.00,43555.00,,H6IL10135,,,,,,,,,,,,,,,,,,,,,
NAPOLEON FOR ILLINOIS,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00591453&tabIndex=3,TER,S,P,T,14633 GIVINES COURT,HARVEY,IL,60426.00,NOSA EHIMWENMAN,C00591453,2020.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43466.00,43539.00,,S6IL00342,,,,,,,,,,,,,,,,,,,,,
NAPOLITANO FOR COLORADO,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00490276&tabIndex=3,Q1,S,P,Q,3808 WHITEBARK PLACE,LOVELAND,CO,805388908.00,AMY COHEN,C00490276,2020.00,,,,,,,,,,,,,,,,,,,,,,,,32.00,,,,,,,,,,,,,,,,,,,,,,,32.00,,32.00,163.00,130.00,6352.00,,43466.00,43555.00,,S0CO00344,,,,,,,,,,,,,,,,,,,,,
